ABASE ON-LINE|ZOETIS|ZOETIS ÉTICOS|CÓDIGO
SIM|SIM|NÃO|4382
SIM|SIM|SIM|2483
SIM|NÃO|NÃO|8045
SIM|SIM|NÃO|2974
SIM|SIM|NÃO|5034
SIM|SIM|NÃO|1230
SIM|SIM|NÃO|7510
SIM|SIM|NÃO|1383
NÃO|NÃO|NÃO|944
SIM|NÃO|NÃO|6955
SIM|NÃO|NÃO|929
SIM|NÃO|NÃO|7355
SIM|SIM|NÃO|2119
SIM|SIM|NÃO|164
SIM|SIM|NÃO|7956
SIM|SIM|NÃO|9800
SIM|NÃO|NÃO|6043
SIM|SIM|NÃO|8187
SIM|NÃO|NÃO|5840
SIM|SIM|SIM|6616
SIM|SIM|NÃO|9840
SIM|SIM|NÃO|9152
SIM|SIM|NÃO|4877
SIM|SIM|SIM|316
SIM|SIM|SIM|2687
SIM|SIM|SIM|5749
SIM|SIM|NÃO|6511
SIM|SIM|SIM|321
SIM|SIM|NÃO|2641
SIM|SIM|NÃO|4919
SIM|NÃO|NÃO|6588
SIM|SIM|NÃO|4156
SIM|NÃO|NÃO|1190
SIM|NÃO|NÃO|9301
SIM|SIM|NÃO|7614
SIM|NÃO|NÃO|9943
SIM|SIM|SIM|348
SIM|NÃO|NÃO|2016
SIM|SIM|NÃO|6110
SIM|SIM|SIM|993
SIM|NÃO|NÃO|6654
SIM|SIM|SIM|2447
SIM|SIM|NÃO|1333
NÃO|NÃO|NÃO|918
SIM|SIM|NÃO|413
SIM|SIM|NÃO|2657
SIM|SIM|NÃO|6268
SIM|NÃO|NÃO|6369
SIM|SIM|NÃO|8716
SIM|SIM|SIM|1988
SIM|NÃO|NÃO|5358
SIM|SIM|NÃO|6744
SIM|SIM|NÃO|448
SIM|NÃO|NÃO|1159
SIM|NÃO|NÃO|466
SIM|NÃO|NÃO|1415
SIM|SIM|NÃO|1624
SIM|NÃO|NÃO|1910
SIM|NÃO|NÃO|8056
SIM|NÃO|NÃO|1662
SIM|NÃO|NÃO|5399
SIM|NÃO|NÃO|475
SIM|NÃO|NÃO|2622
SIM|SIM|SIM|490
SIM|SIM|SIM|2308
SIM|SIM|NÃO|8118
SIM|NÃO|NÃO|9019
SIM|SIM|NÃO|496
SIM|NÃO|NÃO|2259
SIM|SIM|NÃO|2349
SIM|SIM|NÃO|9131
SIM|SIM|NÃO|8402
SIM|SIM|NÃO|522
SIM|NÃO|NÃO|5057
SIM|NÃO|NÃO|2346
SIM|NÃO|NÃO|6315
SIM|SIM|SIM|7437
SIM|NÃO|NÃO|5074
SIM|NÃO|NÃO|586
SIM|SIM|NÃO|6269
SIM|SIM|SIM|1280
SIM|SIM|SIM|5113
SIM|SIM|SIM|6763
SIM|NÃO|NÃO|1379
SIM|NÃO|NÃO|2515
SIM|NÃO|NÃO|9017
SIM|SIM|NÃO|4609
SIM|SIM|SIM|4163
SIM|SIM|SIM|4218
SIM|SIM|SIM|872
SIM|SIM|NÃO|7568
SIM|SIM|SIM|3068
SIM|SIM|NÃO|2953
SIM|SIM|SIM|2788
SIM|NÃO|NÃO|4527
SIM|SIM|SIM|3350
SIM|SIM|SIM|700
SIM|SIM|NÃO|2533
SIM|NÃO|NÃO|968
NÃO|NÃO|NÃO|668
SIM|NÃO|NÃO|9275
SIM|SIM|NÃO|6516
SIM|SIM|SIM|679
SIM|SIM|SIM|8547
SIM|SIM|NÃO|8909
SIM|SIM|SIM|2610
SIM|SIM|NÃO|3178
SIM|NÃO|NÃO|749
SIM|NÃO|NÃO|1735
SIM|SIM|NÃO|2931
SIM|SIM|SIM|773
SIM|SIM|SIM|2566
SIM|NÃO|NÃO|3469
SIM|NÃO|NÃO|9951
SIM|SIM|NÃO|862
SIM|NÃO|NÃO|8312
SIM|SIM|NÃO|6719
SIM|NÃO|NÃO|1489
SIM|NÃO|NÃO|1490
SIM|NÃO|NÃO|4974
SIM|NÃO|NÃO|2284
SIM|NÃO|NÃO|951
SIM|NÃO|NÃO|6573
NÃO|NÃO|NÃO|4462
SIM|SIM|SIM|4412
SIM|NÃO|NÃO|1739
SIM|NÃO|NÃO|9075
SIM|SIM|SIM|7684
SIM|NÃO|NÃO|2598
SIM|SIM|NÃO|5197
SIM|SIM|SIM|2203
NÃO|NÃO|NÃO|9016
SIM|SIM|NÃO|9841
SIM|SIM|SIM|5422
SIM|SIM|NÃO|6902
NÃO|NÃO|NÃO|3636
SIM|NÃO|NÃO|1052
SIM|NÃO|NÃO|9114
SIM|NÃO|NÃO|1928
SIM|SIM|NÃO|973
SIM|NÃO|NÃO|8730
SIM|NÃO|NÃO|997
SIM|SIM|NÃO|6009
SIM|NÃO|NÃO|6008
SIM|SIM|SIM|2956
SIM|SIM|NÃO|6594
SIM|SIM|NÃO|7675
SIM|NÃO|NÃO|1871
SIM|NÃO|NÃO|1103
NÃO|NÃO|NÃO|1109
SIM|NÃO|NÃO|2424
SIM|SIM|NÃO|9316
SIM|SIM|SIM|2164
SIM|NÃO|NÃO|8380
SIM|NÃO|NÃO|2179
SIM|NÃO|NÃO|6507
SIM|NÃO|NÃO|5921
SIM|NÃO|NÃO|5725
NÃO|NÃO|NÃO|6104
NÃO|NÃO|NÃO|2549
SIM|NÃO|NÃO|7942
SIM|SIM|SIM|8696
SIM|SIM|não|5327
SIM|SIM|SIM|6380
NÃO|NÃO|NÃO|3331
SIM|SIM|SIM|5361
SIM|NÃO|NÃO|9066
SIM|NÃO|NÃO|4216
SIM|NÃO|NÃO|262
SIM|SIM|NÃO|2660
SIM|SIM|NÃO|7079
SIM|SIM|NÃO|2030
SIM|SIM|SIM|5055
SIM|NÃO|NÃO|3456
SIM|NÃO|NÃO|9116
SIM|SIM|SIM|7257
NÃO|NÃO|NÃO|4605
NÃO|NÃO|NÃO|5153
NÃO|NÃO|NÃO|1211
SIM|NÃO|NÃO|1013
SIM|SIM|NÃO|8203
SIM|SIM|NÃO|2269
SIM|SIM|NÃO|8908
SIM|SIM|SIM|7366
SIM|SIM|SIM|6592
SIM|SIM|NÃO|8012
SIM|SIM|NÃO|5802
NÃO|NÃO|NÃO|1596
SIM|NÃO|NÃO|1600
SIM|SIM|NÃO|7415
SIM|NÃO|SIM|1604
SIM|SIM|NÃO|4415
SIM|NÃO|NÃO|1608
SIM|SIM|NÃO|2377
SIM|NÃO|NÃO|9057
SIM|SIM|SIM|4350
SIM|NÃO|NÃO|1223
SIM|SIM|NÃO|1477
SIM|SIM|NÃO|6663
NÃO|NÃO|NÃO|1658
SIM|NÃO|NÃO|1661
SIM|NÃO|NÃO|2531
SIM|NÃO|NÃO|1087
SIM|SIM|SIM|1975
SIM|NÃO|NÃO|3756
NÃO|NÃO|NÃO|1255
SIM|SIM|SIM|1256
SIM|NÃO|NÃO|1191
SIM|SIM|SIM|1365
SIM|SIM|NÃO|8548
NÃO|NÃO|NÃO|5516
SIM|SIM|NÃO|3255
NÃO|NÃO|NÃO|4854
SIM|NÃO|NÃO|6842
SIM|SIM|NÃO|1831
SIM|NÃO|NÃO|1419
SIM|SIM|SIM|2697
SIM|SIM|SIM|1433
SIM|SIM|NÃO|3256
SIM|SIM|NÃO|7702
SIM|SIM|NÃO|6097
NÃO|NÃO|NÃO|1449
SIM|NÃO|NÃO|1329
NÃO|NÃO|SIM|2661
SIM|SIM|NÃO|8145
SIM|SIM|SIM|4855
SIM|NÃO|NÃO|1514
SIM|NÃO|NÃO|7724
SIM|SIM|NÃO|8480
SIM|NÃO|NÃO|1481
SIM|SIM|NÃO|6193
SIM|SIM|SIM|2064
SIM|SIM|SIM|2685
SIM|SIM|SIM|2048
SIM|SIM|SIM|3508
NÃO|NÃO|NÃO|390
SIM|SIM|SIM|1829
SIM|NÃO|NÃO|8830
SIM|NÃO|NÃO|5950
SIM|NÃO|NÃO|5689
SIM|NÃO|NÃO|7126
NÃO|NÃO|NÃO|8189
SIM|NÃO|NÃO|6343
SIM|NÃO|NÃO|8628
SIM|NÃO|NÃO|5785
SIM|NÃO|NÃO|5491
SIM|NÃO|NÃO|327
NÃO|NÃO|NÃO|6528
SIM|NÃO|NÃO|9747
SIM|NÃO|NÃO|4747
SIM|NÃO|NÃO|9673
NÃO|NÃO|NÃO|6320
SIM|NÃO|NÃO|5435
SIM|NÃO|NÃO|8089
SIM|NÃO|NÃO|5492
SIM|NÃO|NÃO|6152
SIM|NÃO|NÃO|5572
SIM|NÃO|NÃO|8997
SIM|NÃO|NÃO|8668
SIM|NÃO|NÃO|9873
SIM|NÃO|NÃO|3135
SIM|NÃO|NÃO|9325
SIM|NÃO|NÃO|8809
SIM|NÃO|NÃO|308
SIM|NÃO|NÃO|4793
NÃO|NÃO|NÃO|5682
SIM|NÃO|NÃO|4824
SIM|NÃO|NÃO|9425
NÃO|NÃO|NÃO|7907
SIM|NÃO|NÃO|4362
SIM|NÃO|NÃO|895
SIM|NÃO|NÃO|835
SIM|NÃO|NÃO|6779
SIM|NÃO|NÃO|8226
SIM|NÃO|NÃO|1629
SIM|NÃO|NÃO|4629
SIM|NÃO|NÃO|4730
SIM|NÃO|NÃO|5493
SIM|NÃO|NÃO|6263
NÃO|NÃO|NÃO|5925
SIM|NÃO|NÃO|8122
SIM|NÃO|NÃO|3796
SIM|NÃO|NÃO|9146
SIM|NÃO|NÃO|1478
SIM|NÃO|NÃO|8865
SIM|NÃO|NÃO|948
SIM|NÃO|NÃO|596
SIM|NÃO|NÃO|4878
SIM|NÃO|NÃO|5538
SIM|NÃO|NÃO|2213
SIM|NÃO|NÃO|3556
SIM|NÃO|NÃO|3644
SIM|NÃO|NÃO|1787
SIM|NÃO|NÃO|9474
SIM|NÃO|NÃO|8771
SIM|NÃO|NÃO|8078
SIM|NÃO|NÃO|9939
SIM|NÃO|NÃO|8238
SIM|NÃO|NÃO|8215
SIM|NÃO|NÃO|1788
NÃO|NÃO|NÃO|5472
SIM|NÃO|NÃO|5612
SIM|NÃO|NÃO|37
SIM|NÃO|NÃO|6738
SIM|NÃO|NÃO|1200
SIM|NÃO|NÃO|8351
SIM|NÃO|NÃO|6911
SIM|NÃO|NÃO|8878
SIM|NÃO|NÃO|6058
SIM|NÃO|NÃO|8149
SIM|NÃO|NÃO|8088
SIM|NÃO|NÃO|8007
SIM|NÃO|NÃO|8333
SIM|NÃO|NÃO|8291
SIM|NÃO|NÃO|8120
SIM|NÃO|NÃO|8877
SIM|NÃO|NÃO|5484
SIM|NÃO|NÃO|7692
SIM|NÃO|NÃO|9748
SIM|NÃO|NÃO|4883
SIM|NÃO|NÃO|7508
SIM|NÃO|NÃO|7644
SIM|NÃO|NÃO|908
SIM|NÃO|NÃO|3164
SIM|NÃO|NÃO|8565
SIM|NÃO|NÃO|3642
SIM|NÃO|NÃO|8236
SIM|NÃO|NÃO|9889
SIM|NÃO|NÃO|7309
SIM|NÃO|NÃO|1585
SIM|NÃO|NÃO|9406
SIM|NÃO|NÃO|1767
SIM|NÃO|NÃO|1793
NÃO|NÃO|NÃO|6336
SIM|NÃO|NÃO|168
SIM|NÃO|NÃO|4630
SIM|NÃO|NÃO|5512
SIM|NÃO|NÃO|332
SIM|NÃO|NÃO|4896
SIM|NÃO|NÃO|6834
SIM|NÃO|NÃO|1901
SIM|NÃO|NÃO|8763
SIM|NÃO|NÃO|461
SIM|NÃO|NÃO|9224
SIM|NÃO|NÃO|2363
SIM|NÃO|NÃO|3393
SIM|NÃO|NÃO|5490
SIM|NÃO|NÃO|4117
SIM|NÃO|NÃO|4757
SIM|NÃO|NÃO|292
SIM|NÃO|NÃO|6306
NÃO|NÃO|NÃO|8057
SIM|NÃO|NÃO|5549
SIM|NÃO|NÃO|4395
NÃO|NÃO|NÃO|5513
SIM|NÃO|NÃO|8200
SIM|NÃO|NÃO|9911
SIM|NÃO|NÃO|6164
SIM|NÃO|NÃO|8626
SIM|NÃO|NÃO|5322
SIM|NÃO|NÃO|6054
SIM|NÃO|NÃO|4264
SIM|NÃO|NÃO|7822
SIM|NÃO|NÃO|1961
SIM|NÃO|NÃO|9248
SIM|NÃO|NÃO|629
SIM|NÃO|NÃO|595
SIM|NÃO|NÃO|1080
SIM|NÃO|NÃO|9051
SIM|NÃO|NÃO|9226
SIM|NÃO|NÃO|5474
SIM|NÃO|NÃO|5497
SIM|NÃO|NÃO|2658
NÃO|NÃO|NÃO|5473
SIM|NÃO|NÃO|9344
SIM|NÃO|NÃO|8732
NÃO|NÃO|NÃO|6646
SIM|NÃO|NÃO|8414
SIM|NÃO|NÃO|8237
SIM|NÃO|NÃO|9101
SIM|NÃO|NÃO|5744
SIM|NÃO|NÃO|5837
SIM|NÃO|NÃO|922
SIM|NÃO|NÃO|8912
SIM|NÃO|NÃO|8107
SIM|NÃO|NÃO|5480
NÃO|NÃO|NÃO|1638
SIM|NÃO|NÃO|465
SIM|NÃO|NÃO|5283
SIM|NÃO|NÃO|5814
SIM|NÃO|NÃO|2280
SIM|NÃO|NÃO|5693
SIM|NÃO|NÃO|2964
SIM|NÃO|NÃO|7852
SIM|NÃO|NÃO|4976
SIM|NÃO|NÃO|2199
SIM|NÃO|NÃO|8692
SIM|NÃO|NÃO|5247
SIM|NÃO|NÃO|3194
NÃO|NÃO|NÃO|5854
SIM|NÃO|NÃO|6231
SIM|NÃO|NÃO|1922
SIM|NÃO|NÃO|161
SIM|NÃO|NÃO|8674
SIM|NÃO|NÃO|6754
SIM|NÃO|NÃO|8412
SIM|NÃO|NÃO|4709
SIM|NÃO|NÃO|347
SIM|NÃO|NÃO|7361
SIM|NÃO|NÃO|7751
SIM|NÃO|NÃO|4703
SIM|NÃO|NÃO|7515
SIM|NÃO|NÃO|4610
SIM|NÃO|NÃO|9303
SIM|NÃO|NÃO|3411
SIM|NÃO|NÃO|6775
SIM|NÃO|NÃO|8868
SIM|NÃO|NÃO|3706
SIM|NÃO|NÃO|8684
SIM|NÃO|NÃO|455
SIM|NÃO|NÃO|7928
SIM|NÃO|NÃO|3804
SIM|NÃO|NÃO|9247
SIM|NÃO|NÃO|5948
SIM|NÃO|NÃO|8199
SIM|NÃO|NÃO|5210
SIM|NÃO|NÃO|7500
SIM|NÃO|NÃO|7579
SIM|NÃO|NÃO|5479
SIM|NÃO|NÃO|8775
SIM|NÃO|NÃO|7243
SIM|NÃO|NÃO|6778
SIM|NÃO|NÃO|6770
SIM|NÃO|NÃO|8671
SIM|NÃO|NÃO|518
SIM|NÃO|NÃO|9095
SIM|NÃO|NÃO|1724
NÃO|NÃO|NÃO|7763
SIM|NÃO|NÃO|8841
SIM|NÃO|NÃO|6513
SIM|NÃO|NÃO|2337
SIM|NÃO|NÃO|8590
SIM|NÃO|NÃO|7908
SIM|NÃO|NÃO|5500
SIM|NÃO|NÃO|8295
SIM|NÃO|NÃO|6077
SIM|NÃO|NÃO|8110
SIM|NÃO|NÃO|7059
SIM|NÃO|NÃO|8431
NÃO|NÃO|NÃO|1386
SIM|NÃO|NÃO|8177
SIM|NÃO|NÃO|5723
SIM|NÃO|NÃO|5501
SIM|NÃO|NÃO|1973
SIM|NÃO|NÃO|6075
SIM|NÃO|NÃO|9401
SIM|NÃO|NÃO|9674
SIM|NÃO|NÃO|493
SIM|NÃO|NÃO|8681
SIM|NÃO|NÃO|7555
SIM|NÃO|NÃO|5195
NÃO|NÃO|NÃO|9278
SIM|NÃO|NÃO|7616
SIM|NÃO|NÃO|4399
SIM|NÃO|NÃO|9788
SIM|NÃO|NÃO|4810
SIM|NÃO|NÃO|8953
SIM|NÃO|NÃO|5605
SIM|NÃO|NÃO|5477
SIM|NÃO|NÃO|9675
SIM|NÃO|NÃO|1580
NÃO|NÃO|NÃO|5947
SIM|NÃO|NÃO|8559
SIM|NÃO|NÃO|6449
SIM|NÃO|NÃO|6634
NÃO|NÃO|NÃO|5811
NÃO|NÃO|NÃO|1437
SIM|NÃO|NÃO|510
SIM|NÃO|NÃO|8573
SIM|NÃO|NÃO|9910
SIM|NÃO|NÃO|3440
SIM|NÃO|NÃO|6192
SIM|NÃO|NÃO|5250
SIM|NÃO|NÃO|5476
SIM|NÃO|NÃO|1539
SIM|NÃO|NÃO|7789
SIM|NÃO|NÃO|6583
SIM|NÃO|NÃO|4421
SIM|NÃO|NÃO|5987
SIM|NÃO|NÃO|5598
SIM|NÃO|NÃO|3160
SIM|NÃO|NÃO|4790
SIM|NÃO|NÃO|2507
SIM|NÃO|NÃO|5503
SIM|NÃO|NÃO|9170
SIM|NÃO|NÃO|8178
SIM|SIM|NÃO|6593
SIM|SIM|NÃO|2194
SIM|SIM|NÃO|7209
SIM|SIM|NÃO|6597
SIM|SIM|NÃO|9454
SIM|SIM|SIM|7288
SIM|SIM|NÃO|5645
SIM|SIM|NÃO|7166
SIM|SIM|NÃO|5824
SIM|SIM|NÃO|7017
NÃO|NÃO|NÃO|5812
SIM|SIM|NÃO|135
SIM|SIM|NÃO|7222
SIM|SIM|SIM|5823
SIM|SIM|SIM|7056
SIM|SIM|SIM|7139
SIM|SIM|SIM|7140
SIM|SIM|NÃO|1818
SIM|SIM|SIM|8526
SIM|SIM|SIM|7223
SIM|SIM|SIM|7235
SIM|SIM|SIM|7250
SIM|SIM|NÃO|8925
SIM|SIM|SIM|7147
SIM|SIM|NÃO|7988
SIM|SIM|SIM|6968
SIM|SIM|NÃO|9651
SIM|SIM|SIM|7003
SIM|SIM|NÃO|8105
SIM|SIM|NÃO|6988
SIM|SIM|SIM|7260
SIM|SIM|SIM|8806
SIM|SIM|SIM|5421
SIM|SIM|NÃO|1462
SIM|SIM|SIM|9169
SIM|SIM|SIM|5562
SIM|SIM|SIM|1218
SIM|SIM|NÃO|4914
SIM|SIM|NÃO|7127
SIM|SIM|SIM|7203
SIM|SIM|SIM|7683
SIM|SIM|NÃO|8820
SIM|SIM|SIM|7270
SIM|SIM|NÃO|3384
SIM|SIM|SIM|1485
SIM|SIM|SIM|892
SIM|SIM|SIM|7359
SIM|SIM|SIM|7013
SIM|SIM|NÃO|714
SIM|SIM|NÃO|8184
SIM|SIM|SIM|7535
SIM|SIM|SIM|7195
SIM|SIM|NÃO|1859
NÃO|NÃO|NÃO|5772
SIM|SIM|NÃO|7351
SIM|SIM|SIM|7107
SIM|SIM|NÃO|6584
SIM|SIM|NÃO|9149
SIM|SIM|NÃO|6739
SIM|SIM|NÃO|7835
SIM|SIM|SIM|7960
SIM|SIM|SIM|5602
SIM|SIM|NÃO|7755
SIM|SIM|NÃO|7057
SIM|SIM|SIM|7761
SIM|SIM|NÃO|7154
SIM|SIM|SIM|6946
SIM|SIM|SIM|7061
SIM|SIM|NÃO|7433
SIM|SIM|NÃO|5510
SIM|SIM|NÃO|7333
SIM|NÃO|NÃO|5556
SIM|SIM|SIM|7134
SIM|SIM|NÃO|9683
SIM|SIM|NÃO|4704
SIM|SIM|SIM|6984
SIM|SIM|SIM|3748
SIM|SIM|NÃO|1463
SIM|SIM|NÃO|7159
NÃO|NÃO|SIM|5773
SIM|SIM|SIM|7081
SIM|SIM|NÃO|5832
SIM|SIM|NÃO|7176
SIM|SIM|NÃO|8003
SIM|SIM|NÃO|8362
SIM|SIM|SIM|7234
SIM|SIM|SIM|8645
SIM|SIM|NÃO|3750
SIM|SIM|SIM|438
SIM|SIM|SIM|3071
SIM|SIM|NÃO|4741
SIM|SIM|SIM|3568
SIM|SIM|NÃO|7534
SIM|SIM|SIM|7185
SIM|SIM|NÃO|7336
SIM|SIM|SIM|2412
SIM|SIM|SIM|7283
SIM|NÃO|NÃO|8629
SIM|SIM|NÃO|9416
SIM|SIM|NÃO|7334
SIM|SIM|NÃO|865
SIM|SIM|NÃO|6990
SIM|SIM|NÃO|8006
SIM|SIM|SIM|7113
SIM|SIM|SIM|6969
SIM|SIM|SIM|289
SIM|SIM|NÃO|7086
SIM|SIM|NÃO|8087
SIM|SIM|NÃO|6595
SIM|SIM|NÃO|4641
SIM|SIM|NÃO|7278
SIM|SIM|NÃO|861
SIM|SIM|SIM|4900
SIM|SIM|NÃO|8192
SIM|SIM|SIM|7002
SIM|SIM|SIM|7271
SIM|SIM|NÃO|9289
SIM|SIM|SIM|7088
SIM|SIM|NÃO|7390
SIM|SIM|NÃO|6998
SIM|SIM|NÃO|8513
SIM|SIM|NÃO|1281
SIM|SIM|NÃO|6976
SIM|SIM|NÃO|8807
SIM|SIM|SIM|5918
SIM|SIM|NÃO|7849
SIM|SIM|NÃO|9493
SIM|SIM|SIM|2006
SIM|SIM|NÃO|4660
SIM|SIM|SIM|7396
SIM|SIM|SIM|7699
SIM|SIM|SIM|7146
SIM|SIM|NÃO|4804
SIM|SIM|NÃO|6581
SIM|SIM|NÃO|2662
SIM|SIM|NÃO|7883
SIM|SIM|SIM|9212
SIM|SIM|SIM|7152
SIM|SIM|NÃO|8963
SIM|SIM|SIM|7374
SIM|SIM|NÃO|5634
SIM|SIM|NÃO|826
SIM|SIM|SIM|4814
SIM|SIM|NÃO|4811
SIM|SIM|NÃO|6681
SIM|SIM|NÃO|1860
SIM|SIM|SIM|6978
SIM|SIM|SIM|6986
SIM|SIM|SIM|6987
SIM|SIM|SIM|7020
SIM|SIM|SIM|6991
SIM|SIM|SIM|6697
SIM|SIM|NÃO|5690
SIM|SIM|NÃO|4173
SIM|SIM|NÃO|8019
SIM|SIM|NÃO|854
SIM|SIM|NÃO|6963
SIM|SIM|NÃO|682
SIM|SIM|SIM|5900
SIM|SIM|SIM|186
SIM|SIM|NÃO|1937
SIM|SIM|SIM|6989
SIM|SIM|SIM|1039
SIM|SIM|NÃO|8834
SIM|SIM|NÃO|8586
SIM|SIM|NÃO|3059
SIM|SIM|NÃO|6965
SIM|SIM|NÃO|1542
SIM|SIM|SIM|7183
SIM|SIM|NÃO|1729
SIM|SIM|NÃO|4486
SIM|SIM|NÃO|7268
SIM|SIM|NÃO|1323
SIM|SIM|SIM|6556
SIM|SIM|SIM|7019
SIM|SIM|NÃO|422
SIM|SIM|NÃO|1192
SIM|SIM|SIM|7655
SIM|NÃO|NÃO|5978
SIM|SIM|SIM|7080
SIM|SIM|SIM|1149
SIM|SIM|SIM|6966
SIM|SIM|SIM|7022
SIM|SIM|NÃO|2411
NÃO|NÃO|NÃO|8888
SIM|SIM|NÃO|7100
SIM|SIM|NÃO|6964
SIM|SIM|NÃO|5026
SIM|SIM|SIM|7076
SIM|SIM|NÃO|1345
SIM|SIM|SIM|7170
SIM|SIM|NÃO|9399
SIM|SIM|NÃO|5953
SIM|SIM|NÃO|7685
SIM|SIM|SIM|7249
SIM|SIM|NÃO|7116
SIM|NÃO|NÃO|8018
SIM|SIM|NÃO|6999
SIM|SIM|NÃO|9180
SIM|SIM|SIM|7184
SIM|SIM|NÃO|1040
SIM|SIM|SIM|6993
SIM|SIM|SIM|5187
SIM|SIM|NÃO|5957
SIM|SIM|NÃO|7049
SIM|NÃO|NÃO|876
SIM|SIM|SIM|4384
SIM|NÃO|NÃO|8726
SIM|SIM|NÃO|662
SIM|SIM|NÃO|8896
NÃO|NÃO|NÃO|5442
SIM|SIM|SIM|266
SIM|SIM|SIM|7091
SIM|SIM|NÃO|3395
SIM|SIM|SIM|2147
SIM|SIM|NÃO|7106
SIM|SIM|NÃO|4634
SIM|SIM|NÃO|7054
SIM|SIM|NÃO|6546
SIM|SIM|NÃO|7957
SIM|SIM|SIM|7475
SIM|SIM|SIM|1751
SIM|SIM|SIM|7833
SIM|SIM|NÃO|9681
SIM|SIM|NÃO|7700
SIM|NÃO|NÃO|5701
SIM|SIM|NÃO|7043
SIM|SIM|NÃO|8554
SIM|SIM|NÃO|7950
SIM|SIM|NÃO|1843
SIM|SIM|NÃO|7045
SIM|SIM|NÃO|4862
SIM|SIM|SIM|8086
SIM|SIM|SIM|7177
SIM|SIM|NÃO|8474
SIM|SIM|NÃO|5836
SIM|SIM|SIM|6967