ABASE ON-LINE|ZOETIS|ZOETIS ÉTICOS|BAYER|CÓDIGO
SIM|SIM|SIM|SIM|902
SIM|SIM|SIM|SIM|2370
SIM|SIM|não|SIM|2541
SIM|SIM|SIM|SIM|1564
SIM|SIM|SIM|SIM|1765
SIM|SIM|não|SIM|6793
SIM|SIM|SIM|SIM|2341
SIM|SIM|não|SIM|9147
SIM|SIM|SIM|SIM|3479
SIM|SIM|SIM|SIM|3296
SIM|SIM|não|SIM|6510
SIM|SIM|não|SIM|7884
SIM|SIM|SIM|SIM|6689
SIM|SIM|não|SIM|3291
SIM|SIM|SIM|SIM|1781
SIM|SIM|SIM|SIM|3189
SIM|SIM|SIM|SIM|3329
SIM|SIM|não|SIM|4477
SIM|SIM|não|SIM|2632
SIM|SIM|não|SIM|2915
NÃO|NÃO|não|NÃO|4584
SIM|SIM|SIM|SIM|6464
SIM|SIM|SIM|SIM|2742
SIM|SIM|SIM|SIM|8259
SIM|SIM|SIM|SIM|4812
SIM|SIM|SIM|SIM|1680
SIM|SIM|SIM|SIM|716
SIM|SIM|SIM|SIM|4720
SIM|SIM|não|SIM|3572
SIM|SIM|não|SIM|2290
SIM|SIM|SIM|SIM|5752
SIM|SIM|não|SIM|3448
SIM|SIM|SIM|SIM|4588
SIM|SIM|SIM|SIM|2627
SIM|SIM|não|SIM|7585
SIM|SIM|SIM|SIM|6880
SIM|SIM|SIM|SIM|3336
SIM|SIM|SIM|SIM|7435
SIM|SIM|não|SIM|3290
SIM|SIM|SIM|SIM|4424
SIM|SIM|não|SIM|5959
SIM|SIM|SIM|SIM|6128
SIM|SIM|SIM|SIM|3506
SIM|SIM|não|SIM|6271
SIM|SIM|SIM|SIM|2097
SIM|SIM|não|SIM|1745
SIM|SIM|SIM|SIM|859
SIM|SIM|SIM|SIM|6412
SIM|SIM|SIM|SIM|6466
SIM|SIM|não|SIM|4253
SIM|SIM|não|SIM|3664
SIM|SIM|SIM|SIM|4450
SIM|SIM|não|SIM|1625
SIM|SIM|não|SIM|5844
SIM|SIM|SIM|SIM|9746
SIM|SIM|SIM|SIM|3770
SIM|SIM|SIM|SIM|6158
SIM|NÃO|não|SIM|2340
SIM|SIM|SIM|SIM|5041
SIM|SIM|SIM|SIM|2542
SIM|SIM|SIM|SIM|4414
SIM|SIM|não|SIM|3054
SIM|SIM|não|SIM|9009
SIM|SIM|não|SIM|6814
SIM|SIM|não|SIM|5316
SIM|SIM|SIM|SIM|9457
SIM|SIM|não|SIM|71
SIM|SIM|SIM|SIM|6498
SIM|SIM|não|SIM|9202
SIM|SIM|SIM|SIM|2410
SIM|SIM|não|SIM|4122
SIM|SIM|SIM|SIM|3485
SIM|SIM|SIM|SIM|4147
SIM|SIM|SIM|SIM|6690
SIM|SIM|SIM|SIM|3423
SIM|SIM|SIM|SIM|5786
SIM|SIM|SIM|SIM|891
SIM|SIM|SIM|SIM|6550
SIM|SIM|SIM|SIM|2221
SIM|SIM|não|SIM|1502
SIM|SIM|não|SIM|2333
SIM|SIM|SIM|SIM|4815
SIM|SIM|SIM|SIM|4413
SIM|SIM|não|SIM|8652
SIM|SIM|SIM|SIM|6184
SIM|SIM|não|SIM|2601
SIM|SIM|não|SIM|3116
SIM|SIM|SIM|SIM|9452
SIM|SIM|SIM|SIM|9941
SIM|SIM|SIM|SIM|3437
SIM|SIM|SIM|SIM|2430
SIM|SIM|SIM|SIM|1582
SIM|SIM|SIM|SIM|2317
SIM|SIM|SIM|SIM|8506
SIM|SIM|SIM|SIM|512
SIM|SIM|SIM|SIM|2307
SIM|SIM|não|SIM|8818
SIM|SIM|SIM|SIM|3976
SIM|SIM|SIM|SIM|8323
SIM|SIM|SIM|SIM|4726
SIM|SIM|SIM|SIM|8183
SIM|SIM|não|SIM|7373
SIM|SIM|SIM|SIM|4141
SIM|SIM|não|SIM|9155
SIM|SIM|não|SIM|2201
SIM|SIM|SIM|SIM|9201
SIM|SIM|SIM|SIM|4583
SIM|SIM|não|SIM|4199
SIM|SIM|SIM|SIM|6333
SIM|SIM|não|SIM|8563
SIM|SIM|SIM|SIM|7843
SIM|SIM|SIM|SIM|2079
SIM|SIM|SIM|SIM|9412
SIM|SIM|não|SIM|8143
SIM|SIM|não|SIM|7968
SIM|SIM|não|SIM|3658
SIM|SIM|não|SIM|5004
SIM|SIM|SIM|SIM|2367
SIM|SIM|não|SIM|7277
SIM|SIM|SIM|SIM|7208
SIM|SIM|não|SIM|7905
SIM|SIM|não|SIM|3542
SIM|NÃO|não|SIM|2653
SIM|SIM|não|SIM|5674
SIM|SIM|SIM|SIM|2745
SIM|SIM|SIM|SIM|2845
SIM|SIM|não|SIM|816
SIM|SIM|SIM|SIM|3753
SIM|SIM|SIM|SIM|1126
SIM|SIM|não|SIM|8076
SIM|SIM|não|SIM|7164
SIM|SIM|não|SIM|4305
SIM|SIM|SIM|SIM|3623
SIM|SIM|não|SIM|4719
SIM|SIM|SIM|SIM|2167
SIM|SIM|SIM|SIM|7641
SIM|SIM|SIM|SIM|3037
SIM|SIM|SIM|SIM|318
SIM|SIM|NÃO|SIM|1769
SIM|SIM|NÃO|SIM|9900
SIM|SIM|NÃO|SIM|8838
SIM|SIM|NÃO|SIM|9313
SIM|SIM|NÃO|SIM|9975
SIM|SIM|NÃO|SIM|7118
SIM|SIM|SIM|SIM|8528
SIM|SIM|NÃO|SIM|2998
SIM|SIM|NÃO|SIM|8063
SIM|SIM|NÃO|SIM|4821
SIM|SIM|NÃO|SIM|9946
NÃO|NÃO|NÃO|NÃO|5587
SIM|SIM|NÃO|SIM|618
NÃO|NÃO|NÃO|NÃO|7910
NÃO|NÃO|NÃO|NÃO|1653
SIM|SIM|NÃO|SIM|627
SIM|SIM|NÃO|SIM|7998
SIM|SIM|SIM|SIM|2551
SIM|SIM|SIM|SIM|2443
SIM|SIM|NÃO|SIM|1896
NÃO|NÃO|NÃO|NÃO|175
SIM|SIM|SIM|SIM|7037
SIM|SIM|SIM|SIM|8498
SIM|SIM|SIM|SIM|1381
SIM|SIM|NÃO|SIM|2502
SIM|SIM|SIM|SIM|2261
SIM|SIM|SIM|SIM|2263
SIM|SIM|NÃO|SIM|6549
SIM|SIM|NÃO|SIM|9028
SIM|SIM|NÃO|SIM|3204
SIM|SIM|SIM|SIM|2713
SIM|SIM|SIM|SIM|3191
SIM|SIM|NÃO|SIM|5658
SIM|SIM|SIM|SIM|4335
SIM|SIM|NÃO|SIM|7121
SIM|SIM|NÃO|SIM|1777
SIM|SIM|NÃO|SIM|7760
SIM|SIM|SIM|SIM|3270
SIM|SIM|SIM|SIM|6243
NÃO|NÃO|NÃO|NÃO|8511
SIM|SIM|SIM|SIM|8133
SIM|SIM|SIM|SIM|509
SIM|SIM|NÃO|SIM|8660
SIM|SIM|NÃO|SIM|4263
SIM|SIM|NÃO|SIM|6244
SIM|SIM|SIM|SIM|3330
SIM|SIM|NÃO|SIM|8027
SIM|SIM|NÃO|SIM|4215
SIM|SIM|NÃO|SIM|6209
SIM|SIM|NÃO|SIM|9299
SIM|SIM|NÃO|SIM|2299
SIM|SIM|NÃO|SIM|3606
SIM|SIM|SIM|SIM|3991
SIM|SIM|SIM|SIM|144
SIM|SIM|NÃO|SIM|6210
NÃO|NÃO|NÃO|NÃO|3591
SIM|SIM|NÃO|SIM|8030
NÃO|NÃO|NÃO|NÃO|559
SIM|SIM|SIM|SIM|2620
SIM|SIM|SIM|SIM|151
SIM|SIM|NÃO|SIM|2122
SIM|SIM|SIM|SIM|2310
SIM|SIM|NÃO|SIM|1466
SIM|SIM|SIM|SIM|9657
SIM|SIM|NÃO|SIM|5655
SIM|SIM|SIM|SIM|1954
SIM|SIM|NÃO|SIM|2072
SIM|SIM|SIM|SIM|3244
SIM|SIM|NÃO|SIM|643
SIM|SIM|NÃO|SIM|10019
SIM|SIM|SIM|SIM|2952
SIM|SIM|NÃO|SIM|6910
SIM|SIM|NÃO|SIM|6865
SIM|SIM|SIM|SIM|7034
SIM|SIM|NÃO|SIM|2609
SIM|SIM|NÃO|SIM|2450
SIM|SIM|NÃO|SIM|2334
SIM|SIM|SIM|SIM|7335
SIM|SIM|SIM|SIM|5487
NÃO|NÃO|NÃO|NÃO|7986
SIM|SIM|SIM|SIM|5495
SIM|SIM|SIM|SIM|8537
SIM|SIM|NÃO|SIM|4552
SIM|SIM|NÃO|SIM|9397
SIM|SIM|NÃO|SIM|5090
SIM|SIM|NÃO|SIM|3687
SIM|SIM|NÃO|SIM|6322
SIM|SIM|SIM|SIM|2756
SIM|SIM|SIM|SIM|2347
SIM|SIM|SIM|SIM|3505
SIM|SIM|SIM|SIM|263
SIM|SIM|SIM|SIM|5558
NÃO|NÃO|NÃO|NÃO|6628
SIM|SIM|NÃO|SIM|8715
SIM|SIM|NÃO|SIM|1497
SIM|SIM|SIM|SIM|6211
NÃO|NÃO|NÃO|NÃO|6892
NÃO|NÃO|NÃO|NÃO|5665
SIM|SIM|NÃO|SIM|9047
SIM|SIM|NÃO|SIM|8029
SIM|SIM|NÃO|SIM|6925
SIM|SIM|NÃO|SIM|6019
SIM|SIM|NÃO|SIM|6926
SIM|SIM|NÃO|SIM|8641
SIM|SIM|NÃO|SIM|5663
SIM|SIM|NÃO|SIM|6213
SIM|SIM|NÃO|SIM|8553
SIM|SIM|NÃO|SIM|5537
SIM|SIM|NÃO|SIM|6548
SIM|SIM|SIM|SIM|9810
SIM|SIM|NÃO|SIM|8375
SIM|SIM|NÃO|SIM|8324
SIM|SIM|NÃO|SIM|806
SIM|SIM|NÃO|SIM|7282
SIM|SIM|SIM|SIM|5225
SIM|SIM|SIM|SIM|2589
SIM|SIM|NÃO|SIM|874
SIM|SIM|NÃO|SIM|8079
SIM|SIM|NÃO|SIM|8568
SIM|SIM|NÃO|SIM|6062
SIM|SIM|NÃO|SIM|7708
SIM|SIM|NÃO|SIM|2235
SIM|SIM|NÃO|SIM|3312
SIM|SIM|SIM|SIM|628
SIM|SIM|SIM|SIM|650
SIM|SIM|SIM|SIM|10018
SIM|SIM|SIM|SIM|9045
SIM|SIM|SIM|SIM|8064
SIM|SIM|NÃO|SIM|1297
SIM|SIM|NÃO|SIM|4832
SIM|SIM|SIM|SIM|6066
SIM|SIM|SIM|SIM|5593
NÃO|NÃO|NÃO|NÃO|5589
SIM|SIM|NÃO|SIM|6640
SIM|SIM|NÃO|SIM|8538
SIM|SIM|NÃO|SIM|8222
SIM|SIM|NÃO|SIM|3438
SIM|SIM|SIM|SIM|1056
SIM|SIM|SIM|SIM|5160
SIM|SIM|NÃO|SIM|8025
SIM|SIM|SIM|SIM|514
SIM|SIM|NÃO|SIM|2503
SIM|SIM|SIM|SIM|4381
SIM|SIM|SIM|SIM|3992
SIM|SIM|NÃO|SIM|4873
SIM|SIM|NÃO|SIM|9300
SIM|SIM|SIM|SIM|2682
SIM|SIM|SIM|SIM|9246
SIM|SIM|NÃO|SIM|8646
NÃO|NÃO|NÃO|NÃO|5936
SIM|SIM|NÃO|SIM|6614
SIM|SIM|NÃO|SIM|8024
SIM|SIM|NÃO|SIM|8772
SIM|SIM|NÃO|SIM|6361
NÃO|NÃO|NÃO|NÃO|4848
NÃO|NÃO|NÃO|NÃO|397
SIM|SIM|NÃO|SIM|7656
SIM|SIM|NÃO|SIM|6005
SIM|SIM|SIM|SIM|1946
SIM|SIM|NÃO|SIM|9294
SIM|SIM|NÃO|SIM|7389
SIM|SIM|NÃO|SIM|2434
SIM|SIM|SIM|SIM|2467
SIM|SIM|SIM|SIM|5826
SIM|SIM|SIM|SIM|2004
SIM|SIM|SIM|SIM|5657
SIM|SIM|SIM|SIM|177
SIM|SIM|SIM|SIM|7658
NÃO|NÃO|NÃO|NÃO|6951
SIM|SIM|NÃO|SIM|599
SIM|SIM|NÃO|SIM|6367
SIM|SIM|SIM|SIM|7996
SIM|SIM|SIM|SIM|3979
SIM|SIM|NÃO|SIM|6368
SIM|SIM|NÃO|SIM|573
SIM|SIM|NÃO|SIM|2291
SIM|SIM|SIM|SIM|9089
NÃO|NÃO|NÃO|NÃO|8168
SIM|SIM|NÃO|SIM|7265
SIM|SIM|NÃO|SIM|2143
SIM|SIM|NÃO|SIM|9162
SIM|SIM|NÃO|SIM|8880
SIM|SIM|SIM|SIM|5835
SIM|SIM|NÃO|SIM|10024
SIM|SIM|NÃO|SIM|1569
SIM|SIM|NÃO|SIM|3751
SIM|SIM|SIM|SIM|10007
SIM|SIM|NÃO|SIM|9648
SIM|SIM|SIM|SIM|374
SIM|SIM|NÃO|SIM|5201
SIM|SIM|NÃO|SIM|2388
SIM|SIM|NÃO|SIM|9655
SIM|SIM|SIM|SIM|8752
SIM|NÃO|SIM|SIM|4546
SIM|SIM|NÃO|SIM|5846
SIM|SIM|NÃO|SIM|174
SIM|SIM|NÃO|SIM|6028
SIM|SIM|NÃO|SIM|1623
SIM|SIM|SIM|SIM|5182
SIM|SIM|NÃO|SIM|8849
SIM|SIM|NÃO|SIM|9333
SIM|SIM|SIM|SIM|6452
SIM|SIM|NÃO|SIM|1644
SIM|SIM|NÃO|SIM|574
NÃO|NÃO|NÃO|NÃO|5588
SIM|SIM|SIM|SIM|8914
NÃO|NÃO|NÃO|NÃO|2393
SIM|SIM|NÃO|SIM|5675
SIM|SIM|NÃO|SIM|8497
SIM|SIM|NÃO|SIM|4713
SIM|SIM|NÃO|SIM|7660
SIM|SIM|NÃO|SIM|9372
SIM|SIM|NÃO|SIM|291
SIM|NÃO|NÃO|SIM|7757
NÃO|NÃO|NÃO|NÃO|5958
SIM|SIM|NÃO|SIM|4729
NÃO|NÃO|NÃO|NÃO|1772
SIM|SIM|NÃO|SIM|7329
SIM|SIM|NÃO|SIM|4292
SIM|SIM|NÃO|SIM|4370
SIM|SIM|NÃO|SIM|4267
SIM|NÃO|NÃO|SIM|9001
SIM|SIM|NÃO|SIM|5932
SIM|SIM|NÃO|SIM|5228
SIM|NÃO|NÃO|SIM|5969
NÃO|NÃO|NÃO|NÃO|2260
NÃO|NÃO|NÃO|NÃO|170
NÃO|NÃO|NÃO|NÃO|173
NÃO|NÃO|NÃO|NÃO|2052
SIM|SIM|SIM|SIM|3095
NÃO|NÃO|NÃO|NÃO|9408
SIM|NÃO|NÃO|SIM|6099
SIM|SIM|NÃO|SIM|2475
SIM|NÃO|NÃO|SIM|326
SIM|SIM|NÃO|SIM|4037
NÃO|NÃO|NÃO|NÃO|9947
SIM|SIM|NÃO|SIM|1704
SIM|NÃO|NÃO|SIM|4017
NÃO|NÃO|NÃO|NÃO|9283
SIM|SIM|NÃO|SIM|5240
SIM|SIM|SIM|SIM|2135
SIM|NÃO|NÃO|SIM|2183
SIM|NÃO|NÃO|SIM|3966
NÃO|NÃO|NÃO|NÃO|5913
SIM|SIM|NÃO|SIM|4904
NÃO|NÃO|NÃO|NÃO|1972
SIM|SIM|NÃO|SIM|3970
NÃO|NÃO|NÃO|NÃO|2938
NÃO|NÃO|NÃO|NÃO|5288
SIM|SIM|NÃO|SIM|453
SIM|SIM|NÃO|SIM|1983
SIM|NÃO|NÃO|SIM|2975
NÃO|NÃO|NÃO|NÃO|6078
SIM|NÃO|NÃO|SIM|6521
SIM|NÃO|NÃO|SIM|5960
SIM|SIM|NÃO|SIM|5013
SIM|NÃO|NÃO|SIM|3801
NÃO|NÃO|NÃO|NÃO|2153
NÃO|NÃO|NÃO|NÃO|3222
NÃO|NÃO|NÃO|NÃO|5678
SIM|NÃO|NÃO|SIM|6530
NÃO|NÃO|NÃO|NÃO|2101
NÃO|NÃO|NÃO|NÃO|6459
NÃO|NÃO|NÃO|NÃO|497
NÃO|NÃO|NÃO|NÃO|7358
SIM|NÃO|NÃO|SIM|500
SIM|NÃO|NÃO|SIM|504
SIM|NÃO|NÃO|SIM|7873
NÃO|NÃO|NÃO|NÃO|5012
SIM|NÃO|NÃO|SIM|5428
SIM|SIM|SIM|SIM|1920
SIM|SIM|SIM|SIM|5431
NÃO|NÃO|NÃO|NÃO|8799
SIM|SIM|NÃO|SIM|1784
SIM|NÃO|NÃO|SIM|4938
SIM|SIM|NÃO|SIM|5213
SIM|NÃO|NÃO|SIM|609
SIM|NÃO|NÃO|SIM|8951
SIM|SIM|SIM|SIM|6791
SIM|NÃO|NÃO|SIM|3964
NÃO|NÃO|NÃO|NÃO|7580
SIM|NÃO|NÃO|SIM|8819
SIM|SIM|SIM|SIM|630
NÃO|NÃO|NÃO|NÃO|631
SIM|SIM|NÃO|SIM|7274
SIM|SIM|SIM|SIM|2840
SIM|SIM|SIM|SIM|4753
SIM|SIM|SIM|SIM|1049
NÃO|NÃO|NÃO|NÃO|4829
SIM|NÃO|NÃO|SIM|647
NÃO|NÃO|NÃO|NÃO|2148
NÃO|NÃO|NÃO|NÃO|3527
SIM|NÃO|NÃO|SIM|5109
NÃO|NÃO|NÃO|NÃO|2887
SIM|SIM|SIM|SIM|840
SIM|SIM|SIM|SIM|4422
NÃO|NÃO|NÃO|NÃO|3217
SIM|SIM|NÃO|SIM|4113
SIM|NÃO|NÃO|SIM|2772
SIM|SIM|SIM|SIM|2675
SIM|NÃO|NÃO|SIM|669
SIM|SIM|NÃO|SIM|4376
NÃO|NÃO|NÃO|NÃO|9988
SIM|SIM|NÃO|SIM|94
SIM|SIM|NÃO|SIM|5470
SIM|NÃO|NÃO|SIM|2671
NÃO|NÃO|NÃO|NÃO|6488
SIM|NÃO|NÃO|SIM|689
SIM|SIM|NÃO|SIM|4800
SIM|SIM|NÃO|SIM|1561
SIM|NÃO|NÃO|SIM|758
SIM|NÃO|NÃO|SIM|2631
SIM|NÃO|NÃO|SIM|5570
NÃO|NÃO|NÃO|NÃO|4420
NÃO|NÃO|NÃO|NÃO|2053
SIM|NÃO|NÃO|SIM|2617
NÃO|NÃO|NÃO|NÃO|960
SIM|NÃO|NÃO|SIM|7124
SIM|SIM|NÃO|SIM|808
SIM|SIM|NÃO|SIM|7963
SIM|SIM|NÃO|SIM|2352
NÃO|NÃO|NÃO|NÃO|5135
SIM|SIM|NÃO|SIM|4237
NÃO|NÃO|NÃO|NÃO|3073
NÃO|NÃO|NÃO|NÃO|5597
SIM|SIM|NÃO|SIM|10004
SIM|NÃO|NÃO|SIM|1636
SIM|SIM|NÃO|SIM|2161
SIM|NÃO|NÃO|SIM|4778
NÃO|NÃO|NÃO|NÃO|5111
SIM|SIM|SIM|SIM|2136
SIM|NÃO|NÃO|SIM|4568
NÃO|NÃO|NÃO|NÃO|3152
NÃO|NÃO|NÃO|NÃO|2865
NÃO|NÃO|NÃO|NÃO|3861
NÃO|NÃO|NÃO|NÃO|3862
NÃO|NÃO|NÃO|NÃO|3214
SIM|NÃO|NÃO|SIM|5963
SIM|SIM|NÃO|SIM|3582
SIM|SIM|NÃO|SIM|5094
SIM|NÃO|NÃO|SIM|4101
SIM|NÃO|NÃO|SIM|1015
SIM|NÃO|NÃO|SIM|842
SIM|NÃO|NÃO|SIM|5992
SIM|SIM|SIM|SIM|3876
NÃO|NÃO|NÃO|NÃO|3002
SIM|NÃO|NÃO|SIM|9920
SIM|SIM|NÃO|SIM|4234
SIM|SIM|SIM|SIM|2142
SIM|NÃO|NÃO|SIM|2070
NÃO|NÃO|NÃO|NÃO|5341
NÃO|NÃO|NÃO|NÃO|4244
SIM|NÃO|NÃO|SIM|4301
SIM|SIM|NÃO|SIM|6612
SIM|SIM|NÃO|SIM|1759
NÃO|NÃO|NÃO|NÃO|2054
SIM|NÃO|NÃO|SIM|1205
SIM|NÃO|NÃO|SIM|2484
SIM|NÃO|NÃO|SIM|6014
SIM|SIM|NÃO|SIM|4555
NÃO|NÃO|NÃO|NÃO|6931
SIM|SIM|NÃO|SIM|4338
SIM|SIM|SIM|SIM|1870
SIM|NÃO|NÃO|SIM|5544
NÃO|NÃO|NÃO|NÃO|2395
SIM|SIM|SIM|SIM|2493
SIM|SIM|NÃO|SIM|6578
SIM|SIM|NÃO|SIM|7441
SIM|SIM|NÃO|SIM|9057
SIM|NÃO|NÃO|SIM|4677
NÃO|NÃO|NÃO|NÃO|9976
SIM|NÃO|NÃO|SIM|1648
SIM|SIM|NÃO|SIM|8127
SIM|NÃO|NÃO|SIM|2577
NÃO|NÃO|NÃO|NÃO|1251
SIM|SIM|SIM|SIM|2309
SIM|SIM|NÃO|SIM|5861
SIM|NÃO|NÃO|SIM|1260
SIM|NÃO|NÃO|SIM|1262
NÃO|NÃO|NÃO|NÃO|8800
SIM|SIM|NÃO|SIM|2506
SIM|SIM|NÃO|SIM|2960
SIM|SIM|NÃO|SIM|6000
SIM|NÃO|NÃO|SIM|9921
SIM|SIM|NÃO|SIM|4586
NÃO|NÃO|NÃO|NÃO|2314
SIM|NÃO|NÃO|SIM|1412
SIM|SIM|NÃO|SIM|10005
SIM|SIM|NÃO|SIM|6436
SIM|SIM|NÃO|SIM|3910
SIM|NÃO|NÃO|SIM|5454
NÃO|NÃO|NÃO|NÃO|8801
SIM|SIM|NÃO|SIM|2237
NÃO|NÃO|NÃO|NÃO|1468
SIM|SIM|NÃO|SIM|2784
NÃO|NÃO|NÃO|NÃO|2156
SIM|NÃO|NÃO|SIM|5952
SIM|NÃO|NÃO|SIM|5585
SIM|SIM|NÃO|SIM|4820
NÃO|NÃO|NÃO|NÃO|1544
SIM|SIM|NÃO|SIM|4276
NÃO|NÃO|NÃO|NÃO|6937
SIM|SIM|SIM|SIM|6790
SIM|NÃO|NÃO|SIM|29
SIM|SIM|NÃO|SIM|8923
SIM|NÃO|NÃO|SIM|8948
SIM|NÃO|NÃO|SIM|8940
SIM|NÃO|NÃO|SIM|6618
NÃO|NÃO|NÃO|NÃO|8313
SIM|NÃO|NÃO|SIM|1409
SIM|NÃO|NÃO|SIM|6233
NÃO|NÃO|NÃO|NÃO|138
SIM|NÃO|NÃO|SIM|9687
SIM|SIM|NÃO|SIM|9693
SIM|NÃO|NÃO|SIM|8950
NÃO|NÃO|NÃO|NÃO|2791
SIM|NÃO|NÃO|SIM|4686
SIM|NÃO|NÃO|SIM|534
SIM|NÃO|NÃO|SIM|3571
SIM|SIM|SIM|SIM|2354
SIM|NÃO|NÃO|SIM|1979
SIM|SIM|NÃO|SIM|312
SIM|SIM|SIM|SIM|2272
SIM|NÃO|NÃO|SIM|319
SIM|NÃO|NÃO|SIM|1605
SIM|NÃO|NÃO|SIM|5334
NÃO|NÃO|NÃO|NÃO|2128
SIM|SIM|SIM|SIM|754
SIM|SIM|SIM|SIM|1446
SIM|SIM|NÃO|SIM|8918
SIM|NÃO|NÃO|SIM|9496
SIM|SIM|SIM|SIM|459
SIM|SIM|SIM|SIM|7465
SIM|NÃO|NÃO|SIM|7834
SIM|NÃO|NÃO|SIM|5211
SIM|SIM|SIM|SIM|400
SIM|SIM|NÃO|SIM|9973
SIM|SIM|SIM|SIM|5208
SIM|NÃO|NÃO|SIM|3923
SIM|NÃO|NÃO|SIM|7599
SIM|NÃO|NÃO|SIM|3346
SIM|SIM|NÃO|SIM|3755
NÃO|NÃO|NÃO|NÃO|8159
SIM|NÃO|NÃO|SIM|1483
SIM|SIM|NÃO|SIM|2081
SIM|SIM|NÃO|SIM|2473
SIM|SIM|NÃO|SIM|6480
SIM|SIM|NÃO|SIM|5040
SIM|NÃO|NÃO|SIM|5264
SIM|NÃO|NÃO|SIM|4471
NÃO|NÃO|NÃO|NÃO|473
SIM|SIM|NÃO|SIM|1943
SIM|NÃO|NÃO|SIM|4449
SIM|NÃO|NÃO|SIM|5524
SIM|SIM|NÃO|SIM|1064
SIM|NÃO|NÃO|SIM|9835
SIM|NÃO|NÃO|SIM|9059
SIM|NÃO|NÃO|SIM|508
SIM|NÃO|NÃO|SIM|6608
SIM|SIM|NÃO|SIM|2202
SIM|NÃO|NÃO|SIM|4493
SIM|SIM|NÃO|SIM|9642
SIM|NÃO|NÃO|SIM|8952
SIM|SIM|SIM|SIM|6188
SIM|NÃO|NÃO|SIM|548
NÃO|NÃO|NÃO|NÃO|6044
SIM|SIM|NÃO|SIM|8917
SIM|NÃO|NÃO|SIM|9127
SIM|NÃO|NÃO|SIM|9044
NÃO|NÃO|NÃO|NÃO|607
NÃO|NÃO|NÃO|NÃO|6806
SIM|NÃO|NÃO|SIM|1528
SIM|SIM|SIM|SIM|2760
SIM|NÃO|NÃO|SIM|3593
SIM|NÃO|NÃO|SIM|381
SIM|SIM|SIM|SIM|9414
SIM|NÃO|NÃO|SIM|8718
SIM|NÃO|NÃO|SIM|9392
SIM|SIM|NÃO|SIM|5064
SIM|NÃO|NÃO|SIM|3659
SIM|NÃO|NÃO|SIM|5970
SIM|SIM|SIM|SIM|2797
SIM|SIM|SIM|SIM|638
SIM|SIM|NÃO|SIM|6308
SIM|NÃO|NÃO|SIM|8936
